name,iban,bic,amount,reference,address,favorite_store
Gheorghiu Consulting,BE68539007547034,GEBABEBB,14060.52,Salary 2025837,"Strada Principala 810, 51602 Vienna",Plus
Petit KG,BE68539007547034,GEBABEBB,20065.78,Commission 2026014,"Strada Principala 112, 84422 Hamburg",Mercadona
Jonas Hernandez,FR7612548029989876543210843,CEPAFRPP415,28852.31,Retainer 2025579,"Via Milano 525, 32654 Bordeaux",Monoprix
Giovanni Hernandez,RO66BRDE410SV38975310410,RNCBROBU,6618.08,Credit Note 2024281,"High Street 782, 68031 Bucharest",Albert Heijn
Michael Brown,CH9300762011623852957,CRESCHZZXXX,35677.32,License 2026680,"Rue de la Paix 700, 59754 Amsterdam",Denner
Marin Enterprises,ES7921000813610123456789,BBVAESMM,37242.86,Maintenance 2025624,"Manor Road 134, 66865 Eindhoven",Coop
Pierre Moldovan,BE68539007547034,GKCCBEBB,26384.55,Consulting 2024153,"Boulevard Victor Hugo 595, 56535 Nice",Auchan
Hernandez Consulting,DE44500105175407324931,DRESDEFF100,22174.70,Contract 2025108,"Station Road 401, 55043 Marseille",Alcampo
Ferrari Logistics,BE71096123456769,GKCCBEBB,11134.51,Services 2024709,"Station Road 559, 18070 Malaga",Coop
Bernard KG,NL91ABNA0417164300,RABONL2UXXX,2138.28,Order 2026695,"Manor Road 430, 50366 Seville",Alcampo
Richard Esposito,ES9121000418450200051332,POPUESMM,14499.06,Order 2026795,"High Street 571, 38687 Rome",Carrefour Romania
Philippe Martinez,AT611904300234573201,BKAUATWWXXX,7217.88,Contract 2026882,"Corso Italia 546, 77533 Bilbao",Albert Heijn
Adrian Dubois,ES7921000813610123456789,SABSESMMXXX,22559.84,Retainer 2025864,"Manor Road 56, 47096 Cologne",Spar
Gheorghiu Consulting,IT28W8000000292100645211111,UNCRITMM,16150.51,Credit Note 2026557,"Church Road 121, 58969 Stuttgart",Alcampo
John Schaefer,BE71096123456769,GKCCBEBB,31672.68,Subscription 2026234,"Gartenstrasse 545, 40335 Lyon",Real
William Thomas,DE91100000000123456789,COBADEFFXXX,15073.52,Salary 2025533,"Plaza de España 662, 43416 Lille",Dia
Bianchi Services,FR1420041010050500013M02606,CRLYFRPPXXX,5346.19,Invoice 2025727,"Gartenstrasse 36, 31651 Brussels",Edeka
Andreea Fischer,FR1420041010050500013M02606,BNPAFRPPXXX,46506.29,Bonus 2026905,"Boulevard Victor Hugo 181, 57685 Naples",Dia
Barbu Technologies,BE68539007547034,GEBABEBB,32269.14,Retainer 2025612,"Strada Principala 282, 32830 Florence",Kaufland
Jacques Mueller,BE71096123456769,GEBABEBB,24453.54,Credit Note 2024770,"Rue de la Paix 664, 61461 Geneva",Lidl
Felix Tudor,DE44500105175407324931,COBADEFFXXX,42334.53,Commission 2025124,"Church Street 577, 24446 Salzburg",Penny
Lea Hernandez,RO66BRDE410SV38975310410,INGBROBU,48157.21,Fee 2024219,"Avenue des Champs 624, 58355 Salzburg",Migros
Sophie Popa,DE44500105175407324931,INGDDEFFXXX,48904.91,Advance 2024057,"Avenida Principal 583, 89810 Utrecht",Carrefour Italia
David Thomas,BE71096123456769,GKCCBEBB,26555.59,Maintenance 2026121,"Calle Real 250, 55062 Zurich",Conad
Stan GmbH,AT483200000012345864,RLNWATWWXXX,8161.55,License 2026001,"Avenue des Champs 903, 10167 Bucharest",Migros
Gabriela Petit,RO09BCYP0000001234567890,BRDEROBUXXX,45467.14,Maintenance 2026760,"Plaza de España 971, 45375 Vienna",Plus
Robert Gheorghiu,IT28W8000000292100645211111,BPPIITRRXXX,42310.31,Support 2026414,"Church Road 404, 97156 Zurich",Plus
Mihai Russo,FR7612548029989876543210843,SOGEFRPPXXX,16155.45,Retainer 2025481,"Calea Victoriei 685, 55411 Toulouse",Alcampo
Colombo Corporation,ES1000492352082414205416,BSCHESMM,30334.31,Contract 2024109,"Main Street 205, 13693 Amsterdam",Migros
Lisa Schmidt,ES9121000418450200051332,BBVAESMM,19133.64,Fee 2024548,"Rue de la Paix 992, 90013 Barcelona",Mega Image
Mihai Davis,CH5604835012345678009,CRESCHZZXXX,45889.84,Subscription 2026482,"Calea Victoriei 564, 22053 Marseille",Conad
Michel Popescu,BE68539007547034,GKCCBEBB,31122.19,Maintenance 2025035,"High Street 725, 29143 Turin",Albert Heijn
Cristian Davis,CH5604835012345678009,POFICHBEXXX,11721.96,Retainer 2026796,"Station Road 136, 19410 Valencia",Casino
Marin Services,IT60X0542811101000000123456,UNCRITMM,5235.05,Consulting 2024110,"High Street 841, 72775 Bologna",Monoprix
Lena Robert,IT28W8000000292100645211111,BCITITMM,41028.11,Advance 2025257,"Church Road 400, 97912 Stuttgart",Coop Schweiz
David Moldovan,FR7630006000011234567890189,SOGEFRPPXXX,9863.81,Payment 2024790,"Avenida Principal 696, 73683 Barcelona",Carrefour Italia
John Dubois,RO66BRDE410SV38975310410,BCYPROBUXXX,39745.35,Refund 2026456,"Calea Victoriei 325, 73011 Antwerp",Lidl
Ben Romano,DE91100000000123456789,INGDDEFFXXX,32081.30,Fee 2025688,"Park Road 248, 73562 Cluj-Napoca",El Corte Inglés
Sophie Becker,CH9300762011623852957,CRESCHZZXXX,8060.38,Refund 2026530,"Calle Mayor 718, 57283 Lille",Lidl
Michel Meyer,ES9121000418450200051332,CAIXESBBXXX,27131.66,Retainer 2026659,"Kirchweg 658, 42251 Bilbao",Casino
Popescu Partners,IT60X0542811101000000123456,UNCRITMM,23680.79,Consulting 2024507,"Calle Mayor 265, 60681 Seville",Monoprix
Leon Ferrari,RO09BCYP0000001234567890,BTRLRO22XXX,11886.83,Refund 2024872,"Calle Real 206, 18877 Bucharest",Coop
Carlos Jones,NL91ABNA0417164300,ABNANL2AXXX,31734.07,Maintenance 2026766,"Via Milano 313, 35736 Eindhoven",El Corte Inglés
Barbu AG,AT483200000012345864,RLNWATWWXXX,8528.77,Contract 2026400,"Gartenstrasse 613, 24356 Milan",Lidl
Pierre Fischer,CH9300762011623852957,CRESCHZZXXX,34441.65,Commission 2026933,"Kirchweg 696, 16483 Venice",Jumbo
Jacques Popa,FR1420041010050500013M02606,BNPAFRPPXXX,10942.09,Contract 2025118,"Victoria Street 398, 98765 Cluj-Napoca",Real
Laura Marin,DE89370400440532013000,BYLADEM1XXX,5218.65,Order 2024297,"Green Lane 788, 90600 Antwerp",Migros
Rossi Systems,NL02ABNA0123456789,TRIONL2UXXX,17063.74,Subscription 2025571,"Via Milano 8, 33815 Geneva",Kaufland
Maria Constantinescu,NL02ABNA0123456789,INGBNL2AXXX,8660.80,Retainer 2024849,"Avenue des Champs 871, 81231 Dresden",Carrefour
Juan Tudor,AT483200000012345864,RLNWATWWXXX,38781.86,Invoice 2025842,"Church Road 75, 64850 Toulouse",Denner
Elias Brown,RO49AAAA1B31007593840000,BCYPROBUXXX,5681.50,Bonus 2025653,"Rue de la Paix 862, 23451 Nice",Kaufland
Lopez Logistics,RO49AAAA1B31007593840000,BCYPROBUXXX,32632.63,Fee 2026298,"Calea Victoriei 746, 63094 Florence",Leclerc
Alessandro Tudor,CH5604835012345678009,POFICHBEXXX,3229.38,Bonus 2026017,"Rue de la Paix 914, 74779 Cologne",Mercadona
Ion Rossi,ES1000492352082414205416,BBVAESMM,19882.56,Salary 2026719,"Bulevardul Unirii 756, 13311 Munich",Denner
John Schneider,FR7630006000011234567890189,SOGEFRPPXXX,36314.65,Order 2025685,"Via Nazionale 554, 33373 Milan",Coop Schweiz
Ben Stan,RO09BCYP0000001234567890,BRDEROBUXXX,24820.38,Salary 2024581,"Rue du Commerce 212, 16303 Vienna",Lidl
Jacques Colombo,DE27100777770209299700,DEUTDEFFXXX,20146.04,Maintenance 2024329,"Via Nazionale 455, 22088 Dresden",Real
Ioana Robert,AT611904300234573201,BKAUATWWXXX,3693.43,Services 2026213,"Gartenstrasse 727, 34999 Naples",Conad
Mihai Brown,BE71096123456769,AXABBE22XXX,48364.51,Contract 2026305,"Boulevard Victor Hugo 806, 98365 Madrid",Albert Heijn
Michael Smith,NL91ABNA0417164300,ABNANL2AXXX,12691.61,Consulting 2026024,"Park Road 484, 22661 Frankfurt",Carrefour Romania
Marco Mueller,NL02ABNA0123456789,ABNANL2AXXX,7848.70,Consulting 2025443,"Boulevard Victor Hugo 880, 75655 Bilbao",Kaufland
Paul Mueller,DE27100777770209299700,COBADEFFXXX,32877.24,Advance 2025215,"Station Road 603, 51627 Brussels",Real
Bianchi AG,DE89370400440532013000,BYLADEM1XXX,29931.99,Credit Note 2025256,"Via Roma 772, 27470 Malaga",Leclerc
Sophie Robert,NL91ABNA0417164300,INGBNL2AXXX,9706.41,Credit Note 2025497,"Park Road 377, 96249 Bucharest",Kaufland Romania
Anna Gonzalez,CH5604835012345678009,POFICHBEXXX,10549.36,License 2026878,"Calle Real 691, 76731 Hamburg",Auchan
Ionescu Enterprises,BE68539007547034,GEBABEBB,7991.28,License 2024817,"Plaza de España 433, 10124 Cluj-Napoca",Jumbo
Manuel Hernandez,AT483200000012345864,GIBAATWWXXX,4073.85,Contract 2024829,"Schulstrasse 357, 15041 Rome",Auchan
Julia Meyer,FR7612548029989876543210843,CEPAFRPP415,17027.00,Invoice 2026456,"Rue du Commerce 497, 88297 Nice",Casino
Pierre Stan,NL91ABNA0417164300,RABONL2UXXX,34159.78,Services 2026013,"Victoria Street 865, 63560 Milan",Mega Image
John Weber,BE68539007547034,GKCCBEBB,20317.48,Invoice 2026715,"Plaza de España 456, 86249 Madrid",Jumbo
Carlos Colombo,RO76BTRL01304205R50067XX,BTRLRO22XXX,7448.36,Services 2025383,"Hauptstrasse 676, 90288 Valencia",Esselunga
Ana Romano,IT40S0542811101000000123456,INTESA,23363.99,Fee 2026449,"Church Road 551, 69452 Paris",Aldi
Brown Holdings,ES1000492352082414205416,SABSESMMXXX,24341.25,Support 2025516,"Piazza Garibaldi 92, 65989 Cluj-Napoca",Rewe
Alina Johnson,BE68539007547034,GKCCBEBB,4498.28,Commission 2026775,"Schulstrasse 256, 30068 Nice",Leclerc
Jose Martin,NL91ABNA0417164300,RABONL2UXXX,42884.72,Refund 2025407,"Calle Real 277, 83556 Bologna",Mercadona
Richard Ionescu,AT483200000012345864,RLNWATWWXXX,8478.52,Invoice 2025247,"Schulstrasse 145, 54983 Dresden",Rewe
Francesco Smith,FR7630006000011234567890189,CRLYFRPPXXX,20135.76,Fee 2024177,"Via Nazionale 588, 93997 Salzburg",Alcampo
Jose Popescu,CH5604835012345678009,POFICHBEXXX,2796.51,Subscription 2026991,"Church Road 40, 28390 Bucharest",Albert Heijn
Popescu Solutions,RO66BRDE410SV38975310410,BCYPROBUXXX,12747.32,Bonus 2024526,"Kirchweg 386, 89384 Florence",Mercadona
Manuel Richter,DE62370400440532013001,COBADEFFXXX,39548.01,Contract 2025191,"Plaza de España 212, 71490 Bordeaux",Coop
Felix Dumitrescu,FR7630006000011234567890189,SOGEFRPPXXX,49913.11,Salary 2026888,"Strada Principala 108, 33241 Venice",Monoprix
Elias Wagner,FR7630006000011234567890189,SOGEFRPPXXX,39232.94,Maintenance 2024099,"Corso Italia 870, 79404 Geneva",Denner
Pierre Fischer,DE44500105175407324931,COBADEFFXXX,589.24,Salary 2024236,"Gartenstrasse 593, 19933 Nice",Monoprix
Francisco Miller,ES1000492352082414205416,BSCHESMM,11350.94,Advance 2025276,"Church Street 770, 66825 Cluj-Napoca",Esselunga
James Ionescu,CH5604835012345678009,POFICHBEXXX,18462.94,Support 2024273,"Green Lane 586, 44802 Florence",Edeka
Robert Technologies,NL91ABNA0417164300,TRIONL2UXXX,44350.34,Services 2026505,"Church Road 132, 86042 Bordeaux",Spar
Mihai Moldovan,CH9300762011623852957,POFICHBEXXX,47159.33,License 2024600,"Boulevard Victor Hugo 393, 44817 Zurich",Auchan
Martin Enterprises,CH5604835012345678009,POFICHBEXXX,19090.68,Order 2025644,"Via Milano 957, 34312 Paris",Carrefour
Jose Colombo,NL02ABNA0123456789,RABONL2UXXX,26892.67,Invoice 2025763,"High Street 697, 96823 Bordeaux",Esselunga
Finn Davis,AT611904300234573201,BKAUATWWXXX,20529.73,Payment 2026145,"Via Milano 305, 55382 Antwerp",Carrefour Italia
Popescu KG,NL02ABNA0123456789,TRIONL2UXXX,19343.12,Commission 2025927,"Schulstrasse 483, 72515 Bucharest",Migros
Maximilian Rodriguez,AT611904300234573201,BKAUATWWXXX,31562.20,Commission 2025661,"Calle Real 813, 37289 Malaga",Monoprix
Paul Esposito,CH5604835012345678009,CRESCHZZXXX,15466.01,Credit Note 2026311,"Via Nazionale 533, 65456 Bilbao",Albert Heijn
Jones GmbH,BE71096123456769,KREDBEBB,23999.11,Services 2025173,"Boulevard Victor Hugo 824, 45573 Cluj-Napoca",Jumbo
Ana Thomas,RO66BRDE410SV38975310410,RNCBROBU,9917.84,Order 2025558,"Manor Road 388, 60967 Barcelona",Dia
Ben Durand,FR7612548029989876543210843,CEPAFRPP415,45131.55,Bonus 2025478,"Bulevardul Unirii 40, 88722 Munich",Lidl
Elena Schaefer,ES7921000813610123456789,BSCHESMM,43761.92,Consulting 2024298,"Church Street 61, 62190 Lyon",Coop Schweiz
Francois Durand,CH9300762011623852957,CRESCHZZXXX,11568.63,Maintenance 2025073,"Green Lane 602, 55634 Marseille",Mercadona
Antonio Martin,RO49AAAA1B31007593840000,BRDEROBUXXX,28364.81,Consulting 2025320,"Rue de la Paix 734, 94725 Amsterdam",Kaufland Romania
Clara Smith,NL02ABNA0123456789,RABONL2UXXX,40321.56,Services 2026982,"Boulevard Victor Hugo 248, 47128 Brussels",Casino
Michel Schneider,BE71096123456769,KREDBEBB,48466.30,Order 2024073,"Boulevard Victor Hugo 173, 74352 Frankfurt",Esselunga
Carlos Popescu,IT60X0542811101000000123456,BLOPIT22XXX,24612.74,Services 2025999,"Manor Road 735, 65784 Bucharest",Alcampo
Elena Bianchi,DE62370400440532013001,DEUTDEFFXXX,40349.46,Support 2026843,"Victoria Street 111, 35632 Bordeaux",Monoprix
Miller Consulting,RO76BTRL01304205R50067XX,BCYPROBUXXX,36247.83,Bonus 2024054,"Piazza Garibaldi 988, 76812 Nice",Alcampo
Francisco Weber,BE71096123456769,AXABBE22XXX,30803.45,Consulting 2026612,"Park Road 299, 38016 Dresden",Dia
Andrei Moldovan,NL02ABNA0123456789,INGBNL2AXXX,36340.86,Salary 2025001,"Schulstrasse 802, 49771 Salzburg",Casino
Maria Schneider,CH9300762011623852957,POFICHBEXXX,29357.15,Services 2025034,"Schulstrasse 418, 37081 Madrid",Migros
Juan Martinez,NL91ABNA0417164300,ABNANL2AXXX,44135.50,Order 2024467,"Via Milano 561, 48787 Florence",Carrefour Romania
Schaefer Holdings,AT611904300234573201,BKAUATWWXXX,11049.57,Advance 2025619,"Calea Victoriei 263, 54458 Antwerp",El Corte Inglés
Andrei Constantinescu,RO66BRDE410SV38975310410,INGBROBU,45919.13,Invoice 2025366,"Via Roma 592, 27176 Stuttgart",Plus
Johnson International,IT28W8000000292100645211111,BCITITMM,40058.53,Invoice 2024369,"Gartenstrasse 396, 96075 Venice",Carrefour Italia
Philippe Schneider,DE44500105175407324931,DRESDEFF100,1499.95,Maintenance 2024212,"Victoria Street 573, 50033 Bologna",Migros
Emma Constantinescu,AT611904300234573201,GIBAATWWXXX,20111.78,Invoice 2026747,"Rue du Commerce 255, 74724 Berlin",Coop
Davis Systems,NL02ABNA0123456789,INGBNL2AXXX,36123.79,Payment 2025619,"Plaza de España 257, 36314 Munich",Jumbo
Schneider Technologies,ES7921000813610123456789,SABSESMMXXX,9033.47,Retainer 2025556,"Rue de la Paix 8, 54584 Amsterdam",Rewe
Sarah Petit,FR7630006000011234567890189,AGRIFRPPXXX,15872.54,Payment 2024943,"Piazza Garibaldi 376, 16071 Amsterdam",Carrefour Romania
Antonio Jones,NL91ABNA0417164300,INGBNL2AXXX,26184.93,Retainer 2025752,"Green Lane 793, 88221 Zurich",El Corte Inglés
William Marin,IT28W8000000292100645211111,BPPIITRRXXX,12390.22,Subscription 2026032,"Rue du Commerce 468, 83722 Rome",Lidl
Mueller Partners,CH9300762011623852957,UBSWCHZHXXX,8123.07,Payment 2026613,"Calea Victoriei 192, 75028 Paris",Kaufland Romania
Meyer KG,DE91100000000123456789,BYLADEM1XXX,12025.04,Maintenance 2025059,"Park Avenue 425, 78359 Marseille",Albert Heijn
Dumitrescu Partners,AT483200000012345864,RLNWATWWXXX,2963.21,Order 2024259,"Rue de la Paix 755, 67494 Salzburg",Spar
Constantinescu Solutions,BE68539007547034,GKCCBEBB,14611.30,Commission 2024135,"Victoria Street 312, 79923 Lyon",Auchan
Stoica Corporation,CH9300762011623852957,POFICHBEXXX,26111.71,Invoice 2024347,"Plaza de España 31, 86317 Rotterdam",Carrefour
Davis Industries,CH9300762011623852957,POFICHBEXXX,49231.14,Subscription 2026066,"Piazza Garibaldi 655, 88918 Utrecht",Leclerc
Noah Tudor,BE68539007547034,AXABBE22XXX,12166.93,Advance 2026514,"Church Road 722, 31571 Bilbao",Rewe
Robert Davis,BE71096123456769,KREDBEBB,39871.67,Support 2024796,"Kirchweg 648, 94689 Bordeaux",Migros
Moldovan Services,ES1000492352082414205416,SABSESMMXXX,33029.16,Services 2026119,"Park Avenue 623, 37550 Zurich",Spar
Cristian Stan,RO66BRDE410SV38975310410,INGBROBU,8933.15,Commission 2025718,"Green Lane 468, 61606 Vienna",El Corte Inglés
Mueller Holdings,FR7612548029989876543210843,SOGEFRPPXXX,26900.25,Salary 2026073,"Church Street 870, 65019 Vienna",Auchan
Francois Schulz,DE62370400440532013001,DRESDEFF100,23267.00,Salary 2024736,"Piazza Garibaldi 312, 94860 Antwerp",Kaufland
Michel Colombo,ES9121000418450200051332,SABSESMMXXX,7226.19,Subscription 2026268,"Green Lane 279, 33470 Bordeaux",Mega Image
Clara Gheorghiu,NL91ABNA0417164300,TRIONL2UXXX,17666.52,Services 2026739,"Calea Victoriei 783, 90218 Utrecht",Spar
Marian Schulz,CH5604835012345678009,CRESCHZZXXX,16499.87,Payment 2026035,"Bulevardul Unirii 536, 89009 Nice",Kaufland
Andreea Schmidt,AT611904300234573201,RLNWATWWXXX,797.42,Invoice 2026489,"Calea Victoriei 768, 57540 Madrid",El Corte Inglés
Moldovan Enterprises,ES7921000813610123456789,BBVAESMM,15890.47,Order 2024386,"Via Roma 110, 39573 Turin",Carrefour Romania
Noah Gonzalez,CH5604835012345678009,CRESCHZZXXX,13887.59,Fee 2024204,"Gartenstrasse 591, 10200 Venice",Denner
Jose Wagner,NL91ABNA0417164300,ABNANL2AXXX,24812.67,Payment 2025385,"Manor Road 695, 12486 Turin",Denner
William Davis,NL02ABNA0123456789,RABONL2UXXX,3051.05,Fee 2026800,"Corso Italia 565, 46831 Cluj-Napoca",Carrefour Italia
Anna Jones,AT611904300234573201,GIBAATWWXXX,17946.90,Maintenance 2025108,"Park Road 513, 94163 Brussels",Auchan
Sarah Esposito,BE71096123456769,GEBABEBB,31877.66,Refund 2025383,"Piazza Garibaldi 277, 42259 Rome",Aldi
Philippe Schneider,FR1420041010050500013M02606,AGRIFRPPXXX,36239.61,Salary 2026745,"Piazza Garibaldi 217, 15687 Rotterdam",Aldi
Maria Williams,BE71096123456769,GEBABEBB,33385.31,Salary 2025556,"Avenue des Champs 90, 27107 Geneva",Migros
Gonzalez Corporation,FR7612548029989876543210843,AGRIFRPPXXX,34040.16,Consulting 2026794,"Park Avenue 537, 96604 Berlin",Carrefour Italia
Hans Barbu,RO66BRDE410SV38975310410,RNCBROBU,44329.02,Advance 2025060,"Calea Victoriei 41, 32480 Lille",Migros
Manuel Schaefer,RO66BRDE410SV38975310410,RNCBROBU,16446.16,Order 2026435,"Kirchweg 6, 97273 Salzburg",Carrefour Romania
Petit Solutions,AT483200000012345864,GIBAATWWXXX,9746.54,Contract 2025000,"Gartenstrasse 435, 16014 Eindhoven",Plus
Manuel Esposito,IT28W8000000292100645211111,INTESA,6313.25,Consulting 2025596,"Kirchweg 196, 83884 Toulouse",Esselunga
Giovanni Ferrari,NL91ABNA0417164300,RABONL2UXXX,38662.80,Maintenance 2025917,"Bulevardul Unirii 197, 20237 Rotterdam",Albert Heijn
Elias Koch,RO49AAAA1B31007593840000,RNCBROBU,48418.86,Credit Note 2024314,"Via Roma 186, 39276 Bordeaux",Coop Schweiz
Manuel Stoica,FR1420041010050500013M02606,AGRIFRPPXXX,8631.25,Services 2026639,"Via Nazionale 576, 71746 Venice",Carrefour Italia
Leon Mueller,ES9121000418450200051332,SABSESMMXXX,15243.32,Subscription 2024616,"Bulevardul Unirii 71, 89113 Bucharest",Denner
Gonzalez Group,IT28W8000000292100645211111,BCITITMM,26689.65,Salary 2026697,"Via Milano 411, 87939 Madrid",Albert Heijn
Cristian Colombo,AT483200000012345864,GIBAATWWXXX,12917.80,Invoice 2026827,"Plaza de España 636, 21615 Berlin",Migros
Schulz Systems,ES1000492352082414205416,BSCHESMM,31286.10,Support 2025931,"Plaza de España 434, 72317 Salzburg",Kaufland
Richter Logistics,CH5604835012345678009,CRESCHZZXXX,41857.82,Order 2026532,"Via Milano 108, 91301 Bilbao",Spar
Antonio Ionescu,ES1000492352082414205416,SABSESMMXXX,46049.48,Order 2024047,"Calle Mayor 799, 73816 Eindhoven",Real
Ioana Bianchi,BE71096123456769,GEBABEBB,1107.97,Invoice 2025176,"Rue du Commerce 410, 92915 Bologna",Edeka
Juan Smith,BE68539007547034,GEBABEBB,42973.05,Credit Note 2026941,"Church Road 280, 40347 Malaga",Penny
Williams Corporation,RO66BRDE410SV38975310410,BRDEROBUXXX,40295.09,Maintenance 2024490,"Schulstrasse 266, 19779 Antwerp",Coop Schweiz
Dumitrescu KG,BE68539007547034,GEBABEBB,22443.90,Fee 2025536,"Plaza de España 169, 85166 Bordeaux",Coop Schweiz
John Davis,AT483200000012345864,BKAUATWWXXX,40692.13,License 2026287,"Green Lane 594, 18651 Lille",Esselunga
Garcia Services,DE91100000000123456789,DRESDEFF100,43375.61,Contract 2025429,"Kirchweg 902, 89885 Madrid",Penny
Pierre Lopez,FR7612548029989876543210843,CEPAFRPP415,13963.69,Support 2026224,"Church Street 515, 84874 Hamburg",Coop
Clara Schulz,RO66BRDE410SV38975310410,INGBROBU,16849.37,Payment 2026089,"Calea Victoriei 272, 63083 Antwerp",Albert Heijn
Lea Dubois,AT611904300234573201,BKAUATWWXXX,5741.54,Salary 2025744,"Boulevard Victor Hugo 48, 10453 Naples",Penny
Juan Moldovan,IT40S0542811101000000123456,INTESA,39091.59,Credit Note 2025057,"Via Nazionale 89, 32317 Malaga",Auchan
Petit Services,NL91ABNA0417164300,TRIONL2UXXX,137.36,Consulting 2025146,"Green Lane 529, 91657 Zurich",Kaufland Romania
Anna Weber,ES9121000418450200051332,BSCHESMM,34539.46,Subscription 2024165,"Church Road 425, 44821 Bordeaux",Monoprix
Ion Dubois,BE71096123456769,GEBABEBB,44931.73,Bonus 2026867,"Hauptstrasse 234, 57046 Dresden",Monoprix
Alina Schaefer,IT40S0542811101000000123456,UNCRITMM,20243.35,Invoice 2024872,"Church Street 949, 50436 Amsterdam",Esselunga
Romano Holdings,AT611904300234573201,RLNWATWWXXX,5449.13,Maintenance 2025530,"Station Road 664, 20192 Paris",Real
Schneider Consulting,DE89370400440532013000,BYLADEM1XXX,27373.42,Support 2026117,"Avenue des Champs 568, 39873 Vienna",El Corte Inglés
Manuel Romano,CH5604835012345678009,POFICHBEXXX,46526.59,Order 2025132,"Kirchweg 391, 73805 Hamburg",Rewe
Elias Durand,RO76BTRL01304205R50067XX,INGBROBU,19452.27,Credit Note 2024837,"Main Street 692, 77186 Lyon",Real
Colombo Consulting,DE91100000000123456789,DRESDEFF100,33619.32,Order 2024200,"Plaza de España 925, 90566 Rome",El Corte Inglés
